Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
copper + manganese chloride + potassium iodide + selenite + sodium fluoride + zinc chloride,,PEDITRACE CONCENTRATE FOR PARENTERAL INFUSION,0,1,HSA_COMBO_ONLY,missing components in FDA: selenite,HSA has exact combo; FDA exact combo absent; missing components in FDA: selenite
crm protein + pneumococcal polysaccharide serotype + pneumococcal polysaccharide serotype 10a + pneumococcal polysaccharide serotype 11a + pneumococcal polysaccharide serotype 12f + pneumococcal polysaccharide serotype 15b + pneumococcal polysaccharide serotype 18c + pneumococcal polysaccharide serotype 19a + pneumococcal polysaccharide serotype 19f + pneumococcal polysaccharide serotype 22f + pneumococcal polysaccharide serotype 23f + pneumococcal polysaccharide serotype 33f + pneumococcal polysaccharide serotype 6a + pneumococcal polysaccharide serotype 6b + pneumococcal polysaccharide serotype 7f + pneumococcal polysaccharide serotype 9v,,PREVENAR 20 SUSPENSION FOR INJECTION IN SINGLE-DOSE PRE-FILLED SYRINGE 0.5ML,0,1,HSA_COMBO_ONLY,"missing components in FDA: crm protein, pneumococcal polysaccharide serotype, pneumococcal polysaccharide serotype 10a, pneumococcal polysaccharide serotype 11a, pneumococcal polysaccharide serotype 12f, pneumococcal polysaccharide serotype 15b, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 22f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 33f, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v","HSA has exact combo; FDA exact combo absent; missing components in FDA: crm protein, pneumococcal polysaccharide serotype, pneumococcal polysaccharide serotype 10a, pneumococcal polysaccharide serotype 11a, pneumococcal polysaccharide serotype 12f, pneumococcal polysaccharide serotype 15b, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 22f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 33f, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v"
crm protein + pneumococcal polysaccharide serotype + pneumococcal polysaccharide serotype 18c + pneumococcal polysaccharide serotype 19a + pneumococcal polysaccharide serotype 19f + pneumococcal polysaccharide serotype 23f + pneumococcal polysaccharide serotype 6a + pneumococcal polysaccharide serotype 6b + pneumococcal polysaccharide serotype 7f + pneumococcal polysaccharide serotype 9v,,Prevenar 13 Suspension For Injection,0,1,HSA_COMBO_ONLY,"missing components in FDA: crm protein, pneumococcal polysaccharide serotype, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v","HSA has exact combo; FDA exact combo absent; missing components in FDA: crm protein, pneumococcal polysaccharide serotype, pneumococcal polysaccharide serotype 18c, pneumococcal polysaccharide serotype 19a, pneumococcal polysaccharide serotype 19f, pneumococcal polysaccharide serotype 23f, pneumococcal polysaccharide serotype 6a, pneumococcal polysaccharide serotype 6b, pneumococcal polysaccharide serotype 7f, pneumococcal polysaccharide serotype 9v"
culture medium + lactobacillus,,LACTEOL FORT CAPSULE,0,1,HSA_COMBO_ONLY,"missing components in FDA: culture medium, lactobacillus","HSA has exact combo; FDA exact combo absent; missing components in FDA: culture medium, lactobacillus"
culture medium + lactobacillus lb,,LACTEOL FORT SACHET,0,1,HSA_COMBO_ONLY,"missing components in FDA: culture medium, lactobacillus lb","HSA has exact combo; FDA exact combo absent; missing components in FDA: culture medium, lactobacillus lb"
cyanocobalamin + pyridoxine + thiamine,,DANEURON TABLET | NEURO-B TABLET | NEUROBION INJECTION | NEUROFORTE TABLET | NEUROSANBE TABLET | NUTRIHEALTH NEUROVIT FORTE TABLET | NUTRIHEALTH NEUROVIT TABLET | VITAMIN B FORTE TABLET,0,8,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
cyanocobalamin + pyridoxine + thiamine + tocopherol,,NEUROGEN-E TABLET,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
cyanocobalamin + pyridoxine + thiamine disulphide,,NEUROBION TABLET | NEUROBION TABLET (OTC),0,2,HSA_COMBO_ONLY,missing components in FDA: thiamine disulphide,HSA has exact combo; FDA exact combo absent; missing components in FDA: thiamine disulphide
cyproterone + ethinylestradiol,,DIANE-35 TABLET | ESTELLE-35 TABLET,0,2,HSA_COMBO_ONLY,missing components in FDA: cyproterone,HSA has exact combo; FDA exact combo absent; missing components in FDA: cyproterone
dapagliflozin + sitagliptin,,SIDAPVIA FIXED DOSE COMBINATION TABLET 10 MG/100 MG,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
davesomeran + elasomeran,,Spikevax Bivalent Original/Omicron BA.4-5 (50 micrograms/50 micrograms)/mL dispersion for injection,0,1,HSA_COMBO_ONLY,"missing components in FDA: davesomeran, elasomeran","HSA has exact combo; FDA exact combo absent; missing components in FDA: davesomeran, elasomeran"
dexamethasone + gentamicin,,DEXA-GENTAMICIN EYE DROPS | DEXA-GENTAMICIN EYE OINTMENT,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dexamethasone + levofloxacin,,DUCRESSA EYE DROPS SOLUTION 1MG/ML + 5MG/ML,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dexamethasone metasulfobenzoate + neomycin + polymyxin b,,POLYDEXA EAR DROPS,0,1,HSA_COMBO_ONLY,missing components in FDA: dexamethasone metasulfobenzoate,HSA has exact combo; FDA exact combo absent; missing components in FDA: dexamethasone metasulfobenzoate
dexchlorpheniramine + dextromethorphan + pseudoephedrine,,MENDICOF SYRUP (Revised Formula) | PAEDICOF SYRUP (Revised Formula),0,2,HSA_COMBO_ONLY,missing components in FDA: dexchlorpheniramine,HSA has exact combo; FDA exact combo absent; missing components in FDA: dexchlorpheniramine
dexchlorpheniramine + pseudoephedrine,,POLARINE SYRUP | POLARINE TABLET,0,2,HSA_COMBO_ONLY,missing components in FDA: dexchlorpheniramine,HSA has exact combo; FDA exact combo absent; missing components in FDA: dexchlorpheniramine
dexketoprofen + tramadol,,SKUDEXA FILM-COATED TABLET 75 MG/25 MG,0,1,HSA_COMBO_ONLY,missing components in FDA: dexketoprofen,HSA has exact combo; FDA exact combo absent; missing components in FDA: dexketoprofen
dextromethorphan + ephedrine + promethazine,,DHASEDYL DM SYRUP,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dextromethorphan + paracetamol + pseudoephedrine,,COLDSOFT DAY SOFT GELATIN CAPSULE,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dextromethorphan + promethazine + pseudoephedrine,,SEDILIX-DM LINCTUS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dextromethorphan + pseudoephedrine + triprolidine,,COUGH-EN LINCTUS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
dicycloverine + dimeticone + hydroxide co,,VERAGEL-DMS TABLET,0,1,HSA_COMBO_ONLY,"missing components in FDA: dimeticone, hydroxide co","HSA has exact combo; FDA exact combo absent; missing components in FDA: dimeticone, hydroxide co"
dicycloverine + hydroxide co + simeticone,,MECLOSIL TABLET,0,1,HSA_COMBO_ONLY,missing components in FDA: hydroxide co,HSA has exact combo; FDA exact combo absent; missing components in FDA: hydroxide co
dicycloverine + simeticone,,ACOLIC SYRUP | COLIMIX SYRUP,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
diflucortolone + isoconazole,,TRAVOCORT CREAM,0,1,HSA_COMBO_ONLY,"missing components in FDA: diflucortolone, isoconazole","HSA has exact combo; FDA exact combo absent; missing components in FDA: diflucortolone, isoconazole"
diosmin + hesperidin,,DAFLON FILM-COATED TABLET 1000 mg | DAFLON TABLET 500 mg | DAVMORID FILM COATED TABLET | DIOSPER FILM COATED TABLET | RUVENTIN FILM COATED TABLET 500MG | VESSOSMIN FILM COATED TABLET 500MG,0,6,HSA_COMBO_ONLY,"missing components in FDA: diosmin, hesperidin","HSA has exact combo; FDA exact combo absent; missing components in FDA: diosmin, hesperidin"
diphenhydramine + ephedrine,,DIPRODIN ELIXIR,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
diphtheria toxoid + filamentous haemagglutinin + fimbriae type and + inactivated poliomyelitis vaccine type + inactivated poliomyelitis vaccine type mahoney + pertactin + pertussis toxoid + tetanus toxoid,,ADACEL®-POLIO SUSPENSION FOR INJECTION IN PRE-FILLED SYRINGE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, fimbriae type and, inactivated poliomyelitis vaccine type, inactivated poliomyelitis vaccine type mahoney, pertactin, pertussis toxoid, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, fimbriae type and, inactivated poliomyelitis vaccine type, inactivated poliomyelitis vaccine type mahoney, pertactin, pertussis toxoid, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + fimbriae type and + pertactin + pertussis toxoid + tetanus toxoid,,"Adacel®, Suspension for Injection",0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, fimbriae type and, pertactin, pertussis toxoid, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, fimbriae type and, pertactin, pertussis toxoid, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + haemophilus influenza type b polysaccharide conjugated tetanus protein + hepatitis b surface antigen + pertussis toxoid + poliovirius type + poliovirus type + tetanus toxoid,,HEXAXIM SUSPENSION FOR INJECTION IN PRE-FILLED SYRINGE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, haemophilus influenza type b polysaccharide conjugated tetanus protein, hepatitis b surface antigen, pertussis toxoid, poliovirius type, poliovirus type, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, haemophilus influenza type b polysaccharide conjugated tetanus protein, hepatitis b surface antigen, pertussis toxoid, poliovirius type, poliovirus type, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + haemophilus influenzae type b polysaccharide conjugated tetanus protein + pertussis toxoid + poliovirus type + tetanus protein + tetanus toxoid,,PENTAXIM VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b polysaccharide conjugated tetanus protein, pertussis toxoid, poliovirus type, tetanus protein, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, haemophilus influenzae type b polysaccharide conjugated tetanus protein, pertussis toxoid, poliovirus type, tetanus protein, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + hepatitis b surface antigen + hib purified capsular polysaccharide bound tetanus toxoid + pertactin + pertussis toxoid + poliovirus type + tetanus toxoid,,INFANRIX HEXA VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, hepatitis b surface antigen, hib purified capsular polysaccharide bound tetanus toxoid, pertactin, pertussis toxoid, poliovirus type, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, hepatitis b surface antigen, hib purified capsular polysaccharide bound tetanus toxoid, pertactin, pertussis toxoid, poliovirus type, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + hib purified capsular polysaccharide + pertactin + pertussis toxoid + polio virus type + tetanus toxoid,,INFANRIX IPV+HIB VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, hib purified capsular polysaccharide, pertactin, pertussis toxoid, polio virus type, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, hib purified capsular polysaccharide, pertactin, pertussis toxoid, polio virus type, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + pertactin + pertussis toxoid + tetanus toxoid,,BOOSTRIX VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, pertactin, pertussis toxoid, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, pertactin, pertussis toxoid, tetanus toxoid"
diphtheria toxoid + filamentous haemagglutinin + pertussis toxin + tetanus toxoid,,BOOSTAGEN SUSPENSION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, pertussis toxin, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous haemagglutinin, pertussis toxin, tetanus toxoid"
diphtheria toxoid + filamentous hemagglutinin + inactivated polio virus type + pertactin + pertussis toxoid + tetanus toxoid,,BOOSTRIX POLIO SUSPENSION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid, filamentous hemagglutinin, inactivated polio virus type, pertactin, pertussis toxoid, tetanus toxoid","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid, filamentous hemagglutinin, inactivated polio virus type, pertactin, pertussis toxoid, tetanus toxoid"
diphtheria toxoid protein + meningococcal polysaccharide,,"Menactra®, solution for injection",0,1,HSA_COMBO_ONLY,"missing components in FDA: diphtheria toxoid protein, meningococcal polysaccharide","HSA has exact combo; FDA exact combo absent; missing components in FDA: diphtheria toxoid protein, meningococcal polysaccharide"
disodium phosphate dihydrate + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride,,BIPHOZYL SOLUTION FOR HAEMODIALYSIS / HAEMOFILTRATION,0,1,HSA_COMBO_ONLY,missing components in FDA: disodium phosphate dihydrate,HSA has exact combo; FDA exact combo absent; missing components in FDA: disodium phosphate dihydrate
dodecahydrate + sodium phosphate,,PHOSPHO-SODA ORAL SOLUTION,0,1,HSA_COMBO_ONLY,missing components in FDA: dodecahydrate,HSA has exact combo; FDA exact combo absent; missing components in FDA: dodecahydrate
dydrogesterone + estradiol,,FEMOSTON 1/10 TABLET | FEMOSTON 2/10 TABLET | FEMOSTON CONTI 1/5 TABLET,0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
econazole + triamcinolone,,ECOCORT CREAM | ECONAZINE CREAM,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ergocalciferol + phytomenadione + retinol + tocopherol,,VITALIPID N ADULT INJECTION | VITALIPID N INFANT INJECTION,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
ergometrine + oxytocin,,SYNTOMETRINE INJECTION,0,1,HSA_COMBO_ONLY,missing components in FDA: ergometrine,HSA has exact combo; FDA exact combo absent; missing components in FDA: ergometrine
estradiol + norgestrel,,PROGYLUTON TABLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
factor ii + factor ix + factor vii + factor x + protein c + protein s,,OCTAPLEX POWDER AND SOLVENT FOR SOLUTION FOR INJECTION 500 IU,0,1,HSA_COMBO_ONLY,"missing components in FDA: factor ii, factor ix, factor vii, factor x, protein c, protein s","HSA has exact combo; FDA exact combo absent; missing components in FDA: factor ii, factor ix, factor vii, factor x, protein c, protein s"
factor viii + von willebrand factor,,ALPHANATE FOR INJECTION 1000 iu/vial | ALPHANATE FOR INJECTION 250 iu/vial | ALPHANATE FOR INJECTION 500 iu/vial | Optivate,0,4,HSA_COMBO_ONLY,"missing components in FDA: factor viii, von willebrand factor","HSA has exact combo; FDA exact combo absent; missing components in FDA: factor viii, von willebrand factor"
famtozinameran + tozinameran,,COMIRNATY ORIGINAL/OMICRON BA.4-5 CONCENTRATE FOR DISPERSION FOR INJECTION 1.5/1.5 MICROGRAMS/DOSE | COMIRNATY ORIGINAL/OMICRON BA.4-5 CONCENTRATE FOR DISPERSION FOR INJECTION 5/5 MICROGRAMS/DOSE (MDV) | COMIRNATY ORIGINAL/OMICRON BA.4-5 DISPERSION FOR INJECTION 15/15 MICROGRAMS/DOSE (MULTI-DOSE VIAL) | COMIRNATY ORIGINAL/OMICRON BA.4-5 DISPERSION FOR INJECTION 15/15 MICROGRAMS/DOSE (SINGLE-DOSE VIAL) | COMIRNATY ORIGINAL/OMICRON BA.4-5 DISPERSION FOR INJECTION 5/5 MICROGRAMS/DOSE (SINGLE-DOSE VIAL),0,5,HSA_COMBO_ONLY,"missing components in FDA: famtozinameran, tozinameran","HSA has exact combo; FDA exact combo absent; missing components in FDA: famtozinameran, tozinameran"
felypressin + prilocaine,,CITANEST OCTAPRESSIN INJECTION,0,1,HSA_COMBO_ONLY,missing components in FDA: felypressin,HSA has exact combo; FDA exact combo absent; missing components in FDA: felypressin
fenofibrate + pravastatin,,PRAVAFEN HARD CAPSULES 40mg/160mg,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
fenofibrate + simvastatin,,CHOLIB FILM-COATED TABLET 145MG/20MG,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
fenoterol + ipratropium,,BERODUAL N METERED DOSE INHALER | BERODUAL SOLUTION | DUOVENT UDVS NEBULISER SOLUTION,0,3,HSA_COMBO_ONLY,missing components in FDA: fenoterol,HSA has exact combo; FDA exact combo absent; missing components in FDA: fenoterol
fibrinogen + thrombin,,"TACHOSIL, MEDICATED SPONGE | VERASEAL SOLUTIONS FOR SEALANT, 80 mg/ml, 500 IU/ml",0,2,HSA_COMBO_ONLY,"missing components in FDA: fibrinogen, thrombin","HSA has exact combo; FDA exact combo absent; missing components in FDA: fibrinogen, thrombin"
filamentous haemagglutinin + pertussis toxin,,PERTAGEN® SUSPENSION FOR INJECTION 0.5 ML/DOSE,0,1,HSA_COMBO_ONLY,"missing components in FDA: filamentous haemagglutinin, pertussis toxin","HSA has exact combo; FDA exact combo absent; missing components in FDA: filamentous haemagglutinin, pertussis toxin"
fish oil rich omega acids + glucose + glycine + l alanine + l arginine + l histidine + l isoleucine + l leucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + olive oil refined + soy bean oil refined + taurine + triglycerides medium chain,,SMOFKABIVEN EXTRA NITROGEN ELECTROLYTE-FREE EMULSION FOR INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: fish oil rich omega acids, l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, olive oil refined, soy bean oil refined, taurine, triglycerides medium chain","HSA has exact combo; FDA exact combo absent; missing components in FDA: fish oil rich omega acids, l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, olive oil refined, soy bean oil refined, taurine, triglycerides medium chain"
fluorouracil + salicylic acid,,VERRUMAL SOLUTION,0,1,HSA_COMBO_ONLY,missing components in FDA: salicylic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: salicylic acid
flupentixol + melitracen,,DEANXIT TABLET,0,1,HSA_COMBO_ONLY,"missing components in FDA: flupentixol, melitracen","HSA has exact combo; FDA exact combo absent; missing components in FDA: flupentixol, melitracen"
fluticasone + formoterol,,"FLUTIFORM® PRESSURISED INHALATION, SUSPENSION 125 MICROGRAM/5 MICROGRAM PER ACTUATION | FLUTIFORM® PRESSURISED INHALATION, SUSPENSION 250 MICROGRAM/10 MICROGRAM PER ACTUATION | FLUTIFORM® PRESSURISED INHALATION, SUSPENSION 50 MICROGRAM/5 MICROGRAM PER ACTUATION",0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
folic acid + iron,,EUROFER CHEW TABLETS,0,1,HSA_COMBO_ONLY,missing components in FDA: iron,HSA has exact combo; FDA exact combo absent; missing components in FDA: iron
follitropin alfa + lutropin alfa,,PERGOVERIS SOLUTION FOR INJECTION IN PRE-FILLED PEN (300 IU + 150 IU)/0.48 mL | PERGOVERIS SOLUTION FOR INJECTION IN PRE-FILLED PEN (450 IU + 225 IU)/0.72 mL | PERGOVERIS SOLUTION FOR INJECTION IN PRE-FILLED PEN (900 IU + 450 IU)/1.44 mL | Pergoveris Powder and Solvent for Solution for Injection 150iu/75iu,0,4,HSA_COMBO_ONLY,missing components in FDA: lutropin alfa,HSA has exact combo; FDA exact combo absent; missing components in FDA: lutropin alfa
fosnetupitant + palonosetron,,Akynzeo® IV Concentrate for Solution for Infusion 235 mg/0.25 mg/vial,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
fusidic acid + hydrocortisone,,FUCIDIN H CREAM,0,1,HSA_COMBO_ONLY,missing components in FDA: fusidic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: fusidic acid
gallium ga 68 chloride + germanium,,GALLIAPHARM RADIONUCLIDE GENERATOR 0.74 – 1.85 GBQ,0,1,HSA_COMBO_ONLY,"missing components in FDA: gallium ga 68 chloride, germanium","HSA has exact combo; FDA exact combo absent; missing components in FDA: gallium ga 68 chloride, germanium"
gimeracil + oteracil + tegafur,,TS-ONE Capsule 20 | TS-ONE Capsule 25,0,2,HSA_COMBO_ONLY,"missing components in FDA: gimeracil, oteracil, tegafur","HSA has exact combo; FDA exact combo absent; missing components in FDA: gimeracil, oteracil, tegafur"
glycerin + magnesium sulfate,,LEMON SWEET PURGATIVE SYRUP,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
glycerin + sodium chloride,,HUACHI ENEMA,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
glycerin + sodium citrate + sorbitol,,MINICA S ENEMA,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
glycine + l alanine + l arginine + l histidine + l isoleucine + l leucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + taurine,,AMINOVEN SOLUTION FOR INFUSION 15%,0,1,HSA_COMBO_ONLY,"missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, taurine","HSA has exact combo; FDA exact combo absent; missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, taurine"
glycine + l alanine + l arginine + l histidine + l isoleucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + leucine + taurine,,AMINOVEN SOLUTION FOR INFUSION 10% | AMINOVEN SOLUTION FOR INFUSION 5%,0,2,HSA_COMBO_ONLY,"missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, leucine, taurine","HSA has exact combo; FDA exact combo absent; missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, leucine, taurine"
glycopyrronium + indacaterol + mometasone,,"ENERZAIR BREEZHALER INHALATION POWDER, HARD CAPSULE 150 MCG /50 MCG /160 MCG",0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
glycyrrhetinic acid + undecylenate + undecylenic acid,,VETIC CREAM,0,1,HSA_COMBO_ONLY,"missing components in FDA: glycyrrhetinic acid, undecylenate, undecylenic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: glycyrrhetinic acid, undecylenate, undecylenic acid"
glycyrrhiza extract + ipecacuanha tincture + squill pro + tolu,,AFRICAN SEA-COCONUT COUGH MIXTURE,0,1,HSA_COMBO_ONLY,"missing components in FDA: glycyrrhiza extract, ipecacuanha tincture, squill pro, tolu","HSA has exact combo; FDA exact combo absent; missing components in FDA: glycyrrhiza extract, ipecacuanha tincture, squill pro, tolu"
guaifenesin + noscapine,,TONIN COUGH SYRUP S,0,1,HSA_COMBO_ONLY,missing components in FDA: noscapine,HSA has exact combo; FDA exact combo absent; missing components in FDA: noscapine
guaifenesin + paracetamol + phenylephrine,,Panadol Cough & Cold Caplet,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
heparin + sodium chloride,,HEPARINISED SALINE INJECTION 10 iu/ml,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
hepatitis a virus antigen + hepatitis b surface antigen,,TWINRIX VACCINE,0,1,HSA_COMBO_ONLY,"missing components in FDA: hepatitis a virus antigen, hepatitis b surface antigen","HSA has exact combo; FDA exact combo absent; missing components in FDA: hepatitis a virus antigen, hepatitis b surface antigen"
hydrocortisone + miconazole,,AXCEL FUNGICORT CREAM | MICON-H CREAM | RESOLVE PLUS 1.0 | ZARICORT CREAM,0,4,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
hydrocortisone + urea,,HYDROCORTISONE 1% ET UREA 5% CREAM | UCORT CREAM,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ibuprofen + paracetamol + phenylephrine,,MAXIGESIC PE FILM-COATED TABLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
indacaterol + mometasone,,"ATECTURA BREEZHALER INHALATION POWDER, HARD CAPSULE 150 MCG /160 MCG | ATECTURA BREEZHALER INHALATION POWDER, HARD CAPSULE 150 MCG /320 MCG | ATECTURA BREEZHALER INHALATION POWDER, HARD CAPSULE 150 MCG /80 MCG",0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
indapamide + perindopril,,COVERSYL PLUS Tablet 10mg/2.5mg,0,1,HSA_COMBO_ONLY,missing components in FDA: perindopril,HSA has exact combo; FDA exact combo absent; missing components in FDA: perindopril
