Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
bisoprolol + perindopril arginine,,COSYREL FILM-COATED TABLET 10 mg/ 10 mg | COSYREL FILM-COATED TABLET 10 mg/ 5 mg | COSYREL FILM-COATED TABLET 5 mg/ 10 mg | COSYREL FILM-COATED TABLET 5 mg/ 5 mg,0,4,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
boric acid + phenol + resorcinol,,CASTELLANI'S PAINT (STAINLESS),0,1,HSA_COMBO_ONLY,"missing components in FDA: boric acid, phenol, resorcinol","HSA has exact combo; FDA exact combo absent; missing components in FDA: boric acid, phenol, resorcinol"
botulism antitoxin serotype a + botulism antitoxin serotype b + botulism antitoxin serotype c + botulism antitoxin serotype d + botulism antitoxin serotype e + botulism antitoxin serotype f + botulism antitoxin serotype g,,BAT STERILE SOLUTION FOR INJECTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: botulism antitoxin serotype a, botulism antitoxin serotype b, botulism antitoxin serotype c, botulism antitoxin serotype d, botulism antitoxin serotype e, botulism antitoxin serotype f, botulism antitoxin serotype g","HSA has exact combo; FDA exact combo absent; missing components in FDA: botulism antitoxin serotype a, botulism antitoxin serotype b, botulism antitoxin serotype c, botulism antitoxin serotype d, botulism antitoxin serotype e, botulism antitoxin serotype f, botulism antitoxin serotype g"
bovine rotavirus g + human bovine rotavirus p 1,,RotaTeq,0,1,HSA_COMBO_ONLY,"missing components in FDA: bovine rotavirus g, human bovine rotavirus p 1","HSA has exact combo; FDA exact combo absent; missing components in FDA: bovine rotavirus g, human bovine rotavirus p 1"
brinzolamide + timolol,,"Azarga 10mg/mL + 5mg/mL eye drops, suspension",0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + chlorphenamine + paracetamol + phenylephrine,,SUNFLU TABLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + codeine + paracetamol,,PACOFEN TABLETS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + guaifenesin + paracetamol,,STONA COLD CAPLETS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + paracetamol,,GUARDIAN PAIN RELIEF EXTRA CAPLET 500MG/65MG | PANADOL EXTRA CAPLET | PANADOL EXTRA EFFERVESCENT TABLET 500MG/65MG | PANADOL EXTRA WITH OPTIZORB CAPLETS 500mg/65mg | STONA COLD TABLET | WATSONS PAIN RELIEF EXTRA CAPLET 500MG/65MG,0,6,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + paracetamol + phenylephrine,,COLD TABLET | FLUCOL CAPSULE | Panadol FluMax Caplets | RICOFLU COLDS AND FLU RELIEF TABLETS | UNIFLU COLDS & FLU TABLETS,0,5,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
caffeine + salicylamide,,CON-Z-LIN TABLET | CONSU CAPSULE | FONGTIT 600 CAPSULE | SEMOR PAIN AND FEVER RELIEF CAPSULES,0,4,HSA_COMBO_ONLY,missing components in FDA: salicylamide,HSA has exact combo; FDA exact combo absent; missing components in FDA: salicylamide
calcium carbonate + magnesium carbonate,,RENNIE TABLET,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium carbonate + sodium bicarbonate,,OHTA'S ISAN ANTACID POWDER,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + disodium phosphate dihydrate + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride,,PHOXILIUM 1.2 MMOL/L PHOSPHATE SOLUTION FOR HAEMODIALYSIS/HAEMOFILTRATION,0,1,HSA_COMBO_ONLY,missing components in FDA: disodium phosphate dihydrate,HSA has exact combo; FDA exact combo absent; missing components in FDA: disodium phosphate dihydrate
calcium chloride + fish oil rich omega acids + glucose + glycerophosphate + glycine + l alanine + l arginine + l histidine + l isoleucine + l leucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + magnesium sulfate + olive oil refined + potassium chloride + sodium acetate + soy bean oil refined + taurine + triglycerides medium chain + zinc sulfate,,SMOFKABIVEN EXTRA NITROGEN EMULSION FOR INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: fish oil rich omega acids, l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, olive oil refined, soy bean oil refined, taurine, triglycerides medium chain","HSA has exact combo; FDA exact combo absent; missing components in FDA: fish oil rich omega acids, l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, olive oil refined, soy bean oil refined, taurine, triglycerides medium chain"
calcium chloride + glucose + glycerophosphate + glycine + l alanine + l arginine + l histidine + l isoleucine + l leucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + magnesium chloride + potassium chloride + refined soya bean oil olive + sodium acetate,,OLICLINOMEL N4-550 E EMULSION FOR INFUSION | OLICLINOMEL N7-1000 E EMULSION FOR INFUSION,0,2,HSA_COMBO_ONLY,"missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, refined soya bean oil olive","HSA has exact combo; FDA exact combo absent; missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine, refined soya bean oil olive"
calcium chloride + glucose + magnesium chloride + metabisulfite + sodium chloride + sodium lactate,,EUROPERSOL WITH DEXTROSE 1.5% PERITONEAL DIALYSIS SOLUTION | EUROPERSOL WITH DEXTROSE 4.25% PERITONEAL DIALYSIS SOLUTION,0,2,HSA_COMBO_ONLY,missing components in FDA: metabisulfite,HSA has exact combo; FDA exact combo absent; missing components in FDA: metabisulfite
calcium chloride + glucose + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride,,DUOSOL WITH 2MMOL/L POTASSIUM SOLUTION FOR HAEMOFILTRATION | DUOSOL WITH 4 MMOL/L POTASSIUM SOLUTION FOR HAEMOFILTRATION,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + sodium bicarbonate + sodium chloride,,DUOSOL WITHOUT POTASSIUM SOLUTION FOR HAEMOFILTRATION | MULTIBIC POTASSIUM-FREE SOLUTION FOR HAEMODIALYSIS/HAEMOFILTRATION,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + sodium bicarbonate + sodium chloride + sodium lactate,,PHYSIONEAL 40 DEXTROSE SOLUTION 1.5% w/v/15.0 mg/ml | PHYSIONEAL 40 DEXTROSE SOLUTION 2.5% w/v/25.0 mg/ml | PHYSIONEAL 40 DEXTROSE SOLUTION 4.25% w/v/ 42.5 mg/ml,0,3,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + sodium chloride,,BALANCE 1.5% GLUCOSE 1.25 MMOL/L CALCIUM PERITONEAL DIALYSIS SOLUTION (CAPD 17 FORMULATION) | BALANCE 2.3% GLUCOSE 1.25 MMOL/L CALCIUM PERITONEAL DIALYSIS SOLUTION (CAPD 19 FORMULATION) | BALANCE 4.25% GLUCOSE 1.25 MMOL/L CALCIUM PERITONEAL DIALYSIS SOLUTION (CAPD 18 FORMULATION),0,3,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + glycine + l alanine + l arginine + l histidine + l isoleucine + l leucine + l lysine + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l tyrosine + l valine + magnesium chloride + sodium chloride + sodium lactate,,NUTRINEAL PD4 WITH 1.1% AMINO ACID SOLUTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: l alanine, l arginine, l histidine, l isoleucine, l leucine, l lysine, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l tyrosine, l valine"
calcium chloride + icodextrin + magnesium chloride + sodium chloride + sodium lactate,,EXTRANEAL PERITONEAL DIALYSIS SOLUTION 75 g/l,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium chloride + lactic acid + potassium chloride + sodium chloride + sodium hydroxide,,COMPOUND SODIUM LACTATE INTRAVENOUS INFUSION BP,0,1,HSA_COMBO_ONLY,missing components in FDA: sodium hydroxide,HSA has exact combo; FDA exact combo absent; missing components in FDA: sodium hydroxide
calcium chloride + magnesium chloride + malic acid + potassium chloride + sodium acetate + sodium chloride,,Sterofundin ISO solution for infusion,0,1,HSA_COMBO_ONLY,missing components in FDA: malic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: malic acid
calcium chloride + magnesium chloride + potassium chloride + sodium acetate + sodium chloride + succinylated gelatine,,GELASPAN SOLUTION FOR INFUSION,0,1,HSA_COMBO_ONLY,missing components in FDA: succinylated gelatine,HSA has exact combo; FDA exact combo absent; missing components in FDA: succinylated gelatine
calcium chloride + magnesium chloride + sodium bicarbonate + sodium chloride + sodium lactate,,PRISMASOL BO SOLUTION,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
calcium gluconate + calcium saccharate tetrahydrate,,CALCIUM GLUCONATE INJECTION USP 10%,0,1,HSA_COMBO_ONLY,missing components in FDA: calcium saccharate tetrahydrate,HSA has exact combo; FDA exact combo absent; missing components in FDA: calcium saccharate tetrahydrate
camphora + coal tar + salicylic acid + sulfur,,COCOIS CO. OINTMENT,0,1,HSA_COMBO_ONLY,"missing components in FDA: camphora, coal tar, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: camphora, coal tar, salicylic acid"
camphora + methylated spirit + salicylic acid,,PINEAPPLE BRAND LOTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: camphora, methylated spirit, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: camphora, methylated spirit, salicylic acid"
carbinoxamine + pseudoephedrine,,BECAME TABLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
carbocisteine + promethazine,,RHINATHIOL PROMETHAZINE SYRUP,0,1,HSA_COMBO_ONLY,missing components in FDA: carbocisteine,HSA has exact combo; FDA exact combo absent; missing components in FDA: carbocisteine
ceftazidime + sodium carbonate,,CEFAZIME FOR INJECTION 1 g/vial,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
centella asiatica extract + plectranthus amboinicus extract pa f 4,,FESPIXON CREAM,0,1,HSA_COMBO_ONLY,"missing components in FDA: centella asiatica extract, plectranthus amboinicus extract pa f 4","HSA has exact combo; FDA exact combo absent; missing components in FDA: centella asiatica extract, plectranthus amboinicus extract pa f 4"
cetalkonium + choline salicylate,,BONJELA GEL,0,1,HSA_COMBO_ONLY,"missing components in FDA: cetalkonium, choline salicylate","HSA has exact combo; FDA exact combo absent; missing components in FDA: cetalkonium, choline salicylate"
cetrimide + chlorhexidine + lidocaine,,SOOV CREAM,0,1,HSA_COMBO_ONLY,missing components in FDA: cetrimide,HSA has exact combo; FDA exact combo absent; missing components in FDA: cetrimide
cetrimide + lidocaine,,SOOV BITE GEL | XYLONOR solution for oromucosal spray 150mg/1.5mg per g,0,2,HSA_COMBO_ONLY,missing components in FDA: cetrimide,HSA has exact combo; FDA exact combo absent; missing components in FDA: cetrimide
cetylpyridinium + choline salicylate,,SORAGEL ANTISEPTIC PAIN RELIEVING ORAL GEL,0,1,HSA_COMBO_ONLY,"missing components in FDA: cetylpyridinium, choline salicylate","HSA has exact combo; FDA exact combo absent; missing components in FDA: cetylpyridinium, choline salicylate"
cetylpyridinium + lidocaine,,DENTINOX TEETHING GEL,0,1,HSA_COMBO_ONLY,missing components in FDA: cetylpyridinium,HSA has exact combo; FDA exact combo absent; missing components in FDA: cetylpyridinium
chlorhexidine + lidocaine + triamcinolone,,ORAL AID LOTION,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
chlorhexidine digluconate + silver sulfadiazine,,SILVIN CREAM,0,1,HSA_COMBO_ONLY,missing components in FDA: chlorhexidine digluconate,HSA has exact combo; FDA exact combo absent; missing components in FDA: chlorhexidine digluconate
chlormadinone + ethinylestradiol,,BELARA film-coated tablet 0.03mg/2mg,0,1,HSA_COMBO_ONLY,missing components in FDA: chlormadinone,HSA has exact combo; FDA exact combo absent; missing components in FDA: chlormadinone
chlorphenamine + codeine + ephedrine,,CHLORSEDYL LINCTUS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
chlorphenamine + naphazoline,,FLUCUR NEBULISER | NAZAL SPRAY,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
chlorphenamine + paracetamol,,CHLORNAMOL SUSPENSION | CHLORNAMOL TABLET,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
chlorphenamine + paracetamol + phenylephrine,,DECOLGEN COLD & FLU EXTRA STRENGTH CAPLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
chlorphenamine + paracetamol + pseudoephedrine,,BEAFLU PLUS TABLET | COLDSOFT NIGHT SOFT GELATIN CAPSULE | FEBRICOL TABLET,0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
cholera toxin b subunit + vibrio cholerae o 1 inaba classic strain heat inactivated + vibrio cholerae o 1 inaba el tor strain formalin inactivated + vibrio cholerae o 1 ogawa classic strain formalin inactivated + vibrio cholerae o 1 ogawa classic strain heat inactivated,,DUKORAL VACCINE AGAINST CHOLERA AND ETEC-DIARRHOEA,0,1,HSA_COMBO_ONLY,"missing components in FDA: cholera toxin b subunit, vibrio cholerae o 1 inaba classic strain heat inactivated, vibrio cholerae o 1 inaba el tor strain formalin inactivated, vibrio cholerae o 1 ogawa classic strain formalin inactivated, vibrio cholerae o 1 ogawa classic strain heat inactivated","HSA has exact combo; FDA exact combo absent; missing components in FDA: cholera toxin b subunit, vibrio cholerae o 1 inaba classic strain heat inactivated, vibrio cholerae o 1 inaba el tor strain formalin inactivated, vibrio cholerae o 1 ogawa classic strain formalin inactivated, vibrio cholerae o 1 ogawa classic strain heat inactivated"
chromic + copper + ferric chloride + manganese chloride + molybdate + potassium iodide + selenite + sodium fluoride + zinc chloride,,ADDAVEN CONCENTRATE FOR SOLUTION FOR INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: ferric chloride, molybdate, selenite","HSA has exact combo; FDA exact combo absent; missing components in FDA: ferric chloride, molybdate, selenite"
chromium + copper + iron + manganese chloride + molybdate + potassium iodide + selenite + sodium fluoride + zinc chloride,,Nutritrace Concentrate for solution for infusion,0,1,HSA_COMBO_ONLY,"missing components in FDA: chromium, iron, molybdate, selenite","HSA has exact combo; FDA exact combo absent; missing components in FDA: chromium, iron, molybdate, selenite"
